"R1" "G1_growth"
"1" 93.3022371260449 0.45218812073131
"2" 50.7197974249721 0.490841483344296
"3" 15.9747353289276 0.448465044773243
"4" 12.9054018063471 0.353795337170816
"5" 42.1033287188038 0.427260541779505
"6" 21.5236459625885 0.329493232419102
"7" 57.2225609095767 0.478902376695819
"8" 98.5636996803805 0.465105934112307
"9" 15.4247061582282 0.366516921685461
"10" 66.6948720114306 0.475945455015011
"11" 44.8580326279625 0.482491759497963
"12" 90.2178003685549 0.460887768306082
"13" 57.9884391278028 0.462086702690267
"14" 34.9003368057311 0.469502397024906
"15" 15.5396294780076 0.388122263667253
"16" 27.6714957086369 0.359647257673134
"17" 30.6348921963945 0.504117388668803
"18" 34.0425639180467 0.511019849773603
"19" 82.6008693082258 0.403920495389173
"20" 98.1134059838951 0.47628085633738
"21" 70.3539399197325 0.448790391030563
"22" 60.7764079002663 0.530968547775921
"23" 14.0308064641431 0.396123293602046
"24" 75.2805328695104 0.564826550357706
"25" 34.6757617313415 0.474229373048462
