"R1" "G2_maxgrowth"
"1" 50.5286545259878 0.10061617480691
"2" 24.6494881343096 0.108139059975541
"3" 20.1182198477909 0.0424146262276024
"4" 52.4319856893271 0.136199686829524
"5" 45.6128707155585 0.138789612811862
"6" 9.53869828954339 0.0404876907203458
"7" 72.4905458511785 0.131969775932737
"8" 12.5571487937123 0.111274954922775
"9" 66.8432866688818 0.186419869424314
"10" 60.0992578780279 0.16988779368463
"11" 55.8602258330211 0.120338440569352
"12" 25.7323134457693 0.0532669380246779
"13" 23.818605626002 0.087811164594439
"14" 91.0812871996313 0.224054554741673
"15" 20.2300546690822 0.0657720269239245
"16" 73.1844014488161 0.218562955344472
"17" 42.5671293865889 0.133604004346028
"18" 50.4172605695203 0.134439662990119
"19" 80.8156696381047 0.201509338585385
"20" 66.8404574040323 0.205410133987612
"21" 62.1518654748797 0.212241778209644
"22" 92.3959894571453 0.204512034869387
"23" 1.65798510424793 -0.00139098813141364
"24" 93.4058629907668 0.17517463860767
"25" 42.0832026284188 0.100168163919057
