"R1" "G1_maxgrowth"
"1" 59.6834060968831 0.223990315934356
"2" 8.11037789098918 0.10025083143915
"3" 57.2787675540894 0.252935398347136
"4" 79.3434091145173 0.271271381541787
"5" 56.3796333037317 0.246214496354598
"6" 80.6119759799913 0.218356592863051
"7" 7.61761947069317 0.138865846891777
"8" 72.4185872357339 0.25464509278311
"9" 30.7386905653402 0.169324174634642
"10" 67.9075208958238 0.22033086134747
"11" 39.3513434566557 0.167471805854345
"12" 60.1394553435966 0.232891998688688
"13" 24.2273150477558 0.197146981808166
"14" 38.3483438752592 0.161211316674065
"15" 15.3622696176171 0.159015182369253
"16" 85.7082575559616 0.273212757005506
"17" 22.9830678086728 0.177227460899233
"18" 83.4749723551795 0.27049396117324
"19" 82.5741796288639 0.228938566643177
"20" 19.2640776513144 0.163863646910818
"21" 18.9930956810713 0.156377404681586
"22" 38.8983668526635 0.224586850556016
"23" 54.9349629320204 0.246845313627392
"24" 37.6427745679393 0.193864461050774
"25" 7.46141839772463 0.0600311282117641
