"R2" "G1_maxgrowth"
"1" 62.5742327189073 0.214357773037796
"2" 15.2813416207209 0.053421621190288
"3" 56.489524175413 0.176927373940298
"4" 66.1849185591564 0.207965911598133
"5" 71.2696329690516 0.127194059824451
"6" 51.6896257875487 0.149977065089325
"7" 23.4781699953601 0.13000785090708
"8" 75.8517537033185 0.209533629204837
"9" 54.2030015494674 0.133589582033889
"10" 15.5435010557994 0.0750214032653725
"11" 57.5527847977355 0.137207687187759
"12" 93.0203036405146 0.175124358809758
"13" 12.9746981430799 0.0720479410443927
"14" 66.1190956830978 0.1604612064417
"15" 87.247473699972 0.179329817925319
"16" 42.8242034511641 0.15514424641164
"17" 22.6035085041076 0.140737403427184
"18" 94.8980002431199 0.213131476285542
"19" 1.72490563709289 0.00775530868963169
"20" 48.5925005516037 0.167875179594711
"21" 64.8208167403936 0.192646808270953
"22" 38.5926437098533 0.155971230775298
"23" 38.0192622775212 0.147364217335214
"24" 88.0327677819878 0.169721641783242
"25" 3.22008673101664 0.035130882933101
