"R2" "G2_maxgrowth"
"1" 14.3314362969249 0.133331322188164
"2" 82.0595734054223 0.219784258831956
"3" 25.2162885619327 0.142153092411128
"4" 79.4151247479022 0.232062000072234
"5" 45.4668033868074 0.188472900911406
"6" 2.60167843662202 0.0778150534351656
"7" 98.1318590929732 0.149491961239134
"8" 55.5358878104016 0.204346351514006
"9" 31.6838781349361 0.146968645104611
"10" 4.28632088005543 0.0190870580254945
"11" 77.7617597952485 0.214403161331978
"12" 30.6667506229132 0.162696806390117
"13" 5.76900143641979 0.0302822735600057
"14" 70.8287526620552 0.240216676428771
"15" 32.911818032153 0.190089139241216
"16" 23.5145246610045 0.130176615336608
"17" 79.992509027943 0.209257370374348
"18" 60.4122563032433 0.1436995920382
"19" 15.6094064004719 0.136308806588163
"20" 87.3341888422146 0.182303165289055
"21" 90.1181099005044 0.229216045175571
"22" 68.6734845861793 0.196684591900159
"23" 19.3995169829577 0.0932390572505879
"24" 77.3989919340238 0.23620652658377
"25" 34.5051700714976 0.100539560679908
